transaction_id,customer_id,date,amount,merchant,category,country,is_international,card_type,currency,flagged,year_month,amount_usd,is_outlier
TXN000050,2601,2023-12-16,20.7,White Group,Dining,Germany,False,MasterCard,EUR,False,2023-12,22.77,False
TXN000051,2832,2024-02-14,231.54,Davis Group,Electronics,Vietnam,False,Visa,VND,False,2024-02,0.01,False
TXN000052,1504,2024-02-11,88.07,Bell-Diaz,Dining,Vietnam,False,AmEx,VND,False,2024-02,0.0,False
TXN000053,1104,2023-12-26,210.69,Gallagher-Ruiz,Groceries,Vietnam,False,AmEx,VND,False,2023-12,0.01,False
TXN000054,2120,2024-02-12,22.65,"Bowman, Kim and Richardson",Unknown,India,False,AmEx,INR,False,2024-02,0.27,False
TXN000057,2487,2023-12-25,168.33,Rodriguez PLC,Utilities,UK,True,MasterCard,GBP,False,2023-12,218.83,True
TXN000058,1880,2024-01-13,78.45,Anthony-Ruiz,Groceries,Singapore,True,AmEx,SGD,False,2024-01,58.05,False
TXN000059,1502,2024-05-02,71.28,Chan-Middleton,Clothing,India,False,AmEx,INR,False,2024-05,0.86,False
TXN000060,2851,2024-03-15,398.7,Madden-Mueller,Dining,Germany,False,Visa,EUR,False,2024-03,438.57,True
TXN000061,2131,2024-05-16,184.23,Bass-Lara,Clothing,UK,False,MasterCard,GBP,False,2024-05,239.5,True
TXN000062,1121,2024-01-29,117.25,Nguyen Inc,Entertainment,Taiwan,True,AmEx,TWD,False,2024-01,3.75,False
TXN000063,2352,2023-12-04,13.46,"Bright, Craig and Martin",Electronics,Germany,True,Visa,EUR,False,2023-12,14.81,False
TXN000064,1812,2024-01-22,32.24,"Delacruz, Torres and Bennett",Unknown,Singapore,False,AmEx,SGD,False,2024-01,23.86,False
TXN000065,1555,2024-01-29,5.07,"Archer, Oliver and Martinez",Health,UK,True,AmEx,GBP,False,2024-01,6.59,False
TXN000066,1005,2024-05-27,101.16,Martin LLC,Health,Singapore,False,Visa,SGD,False,2024-05,74.86,False
TXN000067,2003,2024-02-25,13.96,Lawson-Lindsey,Entertainment,Singapore,False,MasterCard,SGD,False,2024-02,10.33,False
TXN000068,1900,2023-12-24,159.6,"Kennedy, Rios and Johnson",Health,UK,False,MasterCard,GBP,False,2023-12,207.48,True
TXN000069,1835,2024-01-03,34.23,"Travis, Castillo and Peterson",Electronics,Taiwan,True,AmEx,TWD,False,2024-01,1.1,False
TXN000070,1925,2023-12-23,19.91,Hardin Ltd,Electronics,USA,False,MasterCard,USD,False,2023-12,19.91,False
TXN000071,2561,2024-01-08,160.88,Chavez and Sons,Dining,Vietnam,True,MasterCard,VND,False,2024-01,0.01,False
TXN000072,1676,2024-01-28,183.72,Jordan and Sons,Groceries,USA,False,AmEx,USD,False,2024-01,183.72,True
TXN000073,1890,2024-02-11,11.71,"Cook, Short and Alvarez",Unknown,India,False,MasterCard,INR,False,2024-02,0.14,False
TXN000074,1521,2024-03-06,461.15,Dorsey Inc,Clothing,Vietnam,True,AmEx,VND,False,2024-03,0.02,False
TXN000075,1211,2024-02-14,10.89,Johnson and Sons,Travel,Singapore,True,AmEx,SGD,False,2024-02,8.06,False
TXN000076,2755,2024-05-20,39.96,Petersen and Sons,Health,Germany,True,MasterCard,EUR,False,2024-05,43.96,False
TXN000077,2218,2024-02-03,78.4,"Jones, Sanders and Evans",Travel,Taiwan,False,MasterCard,TWD,False,2024-02,2.51,False
TXN000078,1732,2023-12-24,6.47,"Gordon, Barajas and Mathis",Travel,Taiwan,False,AmEx,TWD,False,2023-12,0.21,False
TXN000079,2177,2024-04-29,51.5,"Alvarado, Saunders and Adams",Clothing,Vietnam,False,Visa,VND,False,2024-04,0.0,False
TXN000080,1684,2024-02-28,23.68,Stafford Inc,Groceries,Singapore,False,MasterCard,SGD,False,2024-02,17.52,False
TXN000081,1364,2024-04-21,160.84,Williams-Mills,Utilities,UK,False,MasterCard,GBP,False,2024-04,209.09,True
TXN000082,2203,2024-05-12,116.82,"Martinez, Garcia and Martin",Unknown,UK,False,AmEx,GBP,False,2024-05,151.87,False
TXN000083,2816,2024-04-02,54.88,marsh-robertson,Dining,Vietnam,False,MasterCard,VND,False,2024-04,0.0,False
TXN000084,1009,2024-01-12,55.48,"Miller, Finley and Stone",Dining,Vietnam,False,Visa,VND,False,2024-01,0.0,False
TXN000085,1748,2024-01-17,13.57,Morris PLC,Groceries,Taiwan,False,MasterCard,TWD,False,2024-01,0.43,False
TXN000086,1168,2024-04-14,341.76,"Johnson, Bennett and Green",Travel,Japan,True,MasterCard,JPY,False,2024-04,2.39,False
TXN000087,1064,2024-01-01,373.03,Kennedy Group,Health,Singapore,False,AmEx,SGD,False,2024-01,276.04,True
TXN000088,1313,2024-03-30,12.13,"Powell, Brooks and Michael",Unknown,USA,False,MasterCard,USD,False,2024-03,12.13,False
TXN000089,1452,2024-03-22,116.4,"Love, Irwin and Raymond",Health,UK,True,MasterCard,GBP,False,2024-03,151.32,False
TXN000090,2867,2024-05-27,231.89,Mitchell LLC,Groceries,Germany,False,MasterCard,EUR,False,2024-05,255.08,True
TXN000091,2382,2024-01-10,56.22,"Johnson, Austin and Young",Groceries,UK,True,MasterCard,GBP,False,2024-01,73.09,False
TXN000092,1831,2024-02-28,183.4,Smith Inc,Health,India,True,AmEx,INR,False,2024-02,2.2,False
TXN000093,1020,2024-05-15,191.03,Aguilar and Sons,Health,Vietnam,False,MasterCard,VND,False,2024-05,0.01,False
TXN000094,2579,2024-02-24,80.59,Clark PLC,Travel,India,False,AmEx,INR,False,2024-02,0.97,False
TXN000095,2783,2024-03-20,50.26,Mcbride Group,Unknown,UK,False,AmEx,GBP,False,2024-03,65.34,False
TXN000096,1312,2023-12-24,463.08,Harrison-Rowland,Entertainment,Germany,True,MasterCard,EUR,False,2023-12,509.39,True
TXN000097,2866,2024-04-13,46.57,"Harris, Taylor and Boyd",Groceries,Vietnam,False,AmEx,VND,False,2024-04,0.0,False
TXN000098,2054,2024-04-13,330.37,Williams and Sons,Unknown,Vietnam,False,MasterCard,VND,False,2024-04,0.01,False
TXN000099,1260,2024-03-03,9.31,Chan-Johnson,Unknown,India,False,Visa,INR,False,2024-03,0.11,False
TXN000100,1679,2024-02-07,12.95,Beck-Garcia,Entertainment,Vietnam,False,AmEx,VND,False,2024-02,0.0,False
TXN000101,1808,2024-03-26,21.89,Roberts-Watson,Health,UK,False,MasterCard,GBP,False,2024-03,28.46,False
TXN000102,2658,2024-01-20,12.44,Norris-Hayes,Unknown,Vietnam,False,AmEx,VND,False,2024-01,0.0,False
TXN000103,2481,2023-12-11,168.82,Allen-Sanchez,Unknown,Taiwan,False,MasterCard,TWD,False,2023-12,5.4,False
TXN000104,2981,2024-01-04,0.74,"Walter, Castro and Johnson",Electronics,Japan,False,AmEx,JPY,False,2024-01,0.01,False
TXN000106,2643,2024-02-10,3.94,Thomas-Martinez,Clothing,Japan,False,MasterCard,JPY,False,2024-02,0.03,False
TXN000107,2201,2024-05-01,27.28,Osborn-Long,Electronics,UK,False,MasterCard,GBP,False,2024-05,35.46,False
TXN000108,2292,2024-02-17,1275.84,Henderson PLC,Clothing,UK,False,Visa,GBP,True,2024-02,1658.59,True
TXN000109,2115,2024-05-05,103.6,Merritt Group,Groceries,USA,False,Visa,USD,False,2024-05,103.6,False
TXN000110,1162,2024-01-16,172.05,"Weber, Shaffer and Espinoza",Groceries,Vietnam,False,MasterCard,VND,False,2024-01,0.01,False
TXN000112,1605,2024-01-24,126.19,"Stanton, Stewart and Noble",Travel,India,True,Visa,INR,False,2024-01,1.51,False
TXN000113,1058,2024-05-26,32.92,Sims Inc,Health,Germany,False,AmEx,EUR,False,2024-05,36.21,False
TXN000114,2122,2024-04-11,73.95,Harper-Anderson,Health,Vietnam,False,AmEx,VND,False,2024-04,0.0,False
TXN000115,2368,2024-03-03,83.36,Robbins-Christian,Entertainment,USA,False,AmEx,USD,False,2024-03,83.36,False
TXN000116,2773,2024-03-26,59.48,Walsh-Huff,Clothing,Taiwan,True,MasterCard,TWD,False,2024-03,1.9,False
TXN000117,1950,2024-01-19,71.74,"Irwin, Carney and Barr",Entertainment,Vietnam,False,Visa,VND,False,2024-01,0.0,False
TXN000118,2674,2023-12-13,20.78,"Collins, Meyer and Davis",Utilities,Vietnam,False,Visa,VND,False,2023-12,0.0,False
TXN000119,1171,2023-12-18,21.89,"Brown, Cline and Bishop",Health,Singapore,False,AmEx,SGD,False,2023-12,16.2,False
TXN000121,1079,2023-12-11,34.13,Hunter-Ortiz,Unknown,India,True,AmEx,INR,False,2023-12,0.41,False
TXN000122,1236,2023-12-10,168.34,Harrison-Crawford,Travel,Japan,True,MasterCard,JPY,False,2023-12,1.18,False
TXN000123,2041,2023-12-13,38.97,Sutton-Stephens,Health,Singapore,False,MasterCard,SGD,False,2023-12,28.84,False
TXN000124,2640,2024-01-26,113.83,Allen Ltd,Travel,Japan,False,MasterCard,JPY,False,2024-01,0.8,False
TXN000125,1767,2023-12-15,32.93,"Ayala, Elliott and Stone",Dining,Germany,False,MasterCard,EUR,False,2023-12,36.22,False
TXN000126,1204,2024-01-30,165.77,Anderson-Gardner,Dining,Vietnam,False,Visa,VND,False,2024-01,0.01,False
TXN000127,1630,2024-01-24,88.29,Mathis-Roberts,Health,Japan,False,AmEx,JPY,False,2024-01,0.62,False
TXN000128,2174,2024-03-08,50.69,Welch-Frazier,Electronics,Germany,True,MasterCard,EUR,False,2024-03,55.76,False
TXN000129,2366,2024-01-30,202.68,Johnson-Strong,Travel,Vietnam,False,MasterCard,VND,False,2024-01,0.01,False
TXN000130,2541,2023-12-16,370.45,Mcguire PLC,Unknown,India,True,MasterCard,INR,False,2023-12,4.45,False
TXN000131,2928,2023-12-17,146.33,"Carroll, Anderson and Campbell",Clothing,Japan,False,MasterCard,JPY,False,2023-12,1.02,False
TXN000133,1180,2024-02-26,87.33,Krueger and Sons,Unknown,Japan,False,Visa,JPY,False,2024-02,0.61,False
TXN000134,2754,2023-12-07,6.98,"Arellano, Lam and Gomez",Entertainment,Japan,True,MasterCard,JPY,False,2023-12,0.05,False
TXN000135,2491,2024-04-12,47.94,"Ferrell, Perez and Norton",Entertainment,Taiwan,False,MasterCard,TWD,False,2024-04,1.53,False
TXN000136,1220,2024-01-10,27.02,"Anderson, Collins and Rivera",Health,Taiwan,True,MasterCard,TWD,False,2024-01,0.86,False
TXN000137,1300,2024-03-31,85.45,Hanson-Ray,Unknown,USA,False,MasterCard,USD,False,2024-03,85.45,False
TXN000138,2102,2024-04-03,69.19,"Cox, Turner and Howard",Groceries,Vietnam,False,MasterCard,VND,False,2024-04,0.0,False
TXN000139,1035,2024-03-20,46.16,"Singh, Jennings and Franklin",Dining,Germany,False,Visa,EUR,False,2024-03,50.78,False
TXN000140,2681,2023-12-19,141.81,Riggs-Roberts,Clothing,Vietnam,True,MasterCard,VND,False,2023-12,0.01,False
TXN000141,1032,2024-02-04,119.92,"Paul, Mills and Cole",Health,India,False,MasterCard,INR,False,2024-02,1.44,False
TXN000142,2533,2024-03-28,12.67,"Burch, Bradley and Hamilton",Clothing,India,False,AmEx,INR,False,2024-03,0.15,False
TXN000143,2869,2024-01-12,139.12,Mitchell Ltd,Unknown,USA,False,AmEx,USD,False,2024-01,139.12,False
TXN000144,2266,2023-12-14,25.56,"Benson, Johnson and Johnson",Electronics,Vietnam,False,MasterCard,VND,False,2023-12,0.0,False
TXN000145,1238,2024-03-09,175.92,Nelson LLC,Unknown,Germany,False,Visa,EUR,False,2024-03,193.51,True
TXN000146,2884,2024-04-06,75.7,Bell-White,Entertainment,USA,True,AmEx,USD,False,2024-04,75.7,False
TXN000147,2930,2024-04-06,207.0,Fernandez-Wilson,Health,India,False,Visa,INR,False,2024-04,2.48,False
TXN000148,2483,2024-02-03,55.59,Henderson-Kelley,Electronics,USA,False,AmEx,USD,False,2024-02,55.59,False
TXN000149,2900,2024-03-15,59.82,Schneider Inc,Dining,Vietnam,True,MasterCard,VND,False,2024-03,0.0,False
TXN000150,2095,2024-03-27,18.54,Moreno LLC,Unknown,USA,False,AmEx,USD,False,2024-03,18.54,False
TXN000151,1800,2023-12-29,7.52,Hampton-Russell,Electronics,USA,False,MasterCard,USD,False,2023-12,7.52,False
TXN000152,2127,2024-02-19,73.3,Reed-Lloyd,Health,Taiwan,False,AmEx,TWD,False,2024-02,2.35,False
TXN000153,1539,2023-12-04,242.82,Vasquez Inc,Clothing,Vietnam,True,MasterCard,VND,False,2023-12,0.01,False
TXN000154,2430,2023-12-14,55.47,"Mitchell, Turner and Smith",Utilities,Singapore,False,MasterCard,SGD,False,2023-12,41.05,False
TXN000155,2254,2024-01-01,45.42,"Harris, Joyce and Griffith",Utilities,Taiwan,False,AmEx,TWD,False,2024-01,1.45,False
TXN000156,2700,2024-02-22,314.52,"Walker, Gray and Matthews",Unknown,Germany,False,MasterCard,EUR,False,2024-02,345.97,True
TXN000157,2337,2024-02-03,109.57,"Prince, Smith and Soto",Groceries,Taiwan,False,AmEx,TWD,False,2024-02,3.51,False
TXN000158,2959,2024-03-26,4.72,"thompson,priceandrosario",Travel,Germany,True,Visa,EUR,False,2024-03,5.19,False
TXN000159,2951,2024-01-10,59.56,Thompson Inc,Unknown,UK,False,AmEx,GBP,False,2024-01,77.43,False
TXN000160,2119,2024-01-15,200.56,Ortiz-Dean,Entertainment,Germany,True,AmEx,EUR,False,2024-01,220.62,True
TXN000161,1550,2024-05-09,11.43,Rice-Hart,Electronics,Japan,False,AmEx,JPY,False,2024-05,0.08,False
TXN000162,2443,2024-02-13,51.35,Rubio Group,Unknown,Singapore,True,Visa,SGD,False,2024-02,38.0,False
TXN000163,2417,2024-02-28,14.61,Carr-Stevens,Travel,Vietnam,False,Visa,VND,False,2024-02,0.0,False
TXN000164,1778,2024-04-15,8.1,Lee-Crawford,Electronics,Singapore,True,MasterCard,SGD,False,2024-04,5.99,False
TXN000165,2471,2023-12-28,32.26,Cruz-Rodriguez,Dining,Japan,False,Visa,JPY,False,2023-12,0.23,False
TXN000166,1705,2024-03-09,73.33,Phillips PLC,Unknown,Singapore,True,AmEx,SGD,False,2024-03,54.26,False
TXN000167,2517,2024-05-29,38.89,"Adams, Contreras and Schwartz",Unknown,Taiwan,False,AmEx,TWD,False,2024-05,1.24,False
TXN000168,1228,2024-03-21,27.59,Barnes-Jimenez,Dining,USA,False,MasterCard,USD,False,2024-03,27.59,False
TXN000169,2406,2024-02-16,5.48,Turner Group,Health,UK,False,MasterCard,GBP,False,2024-02,7.12,False
TXN000170,1635,2024-03-18,187.93,"Brown, Brown and Cox",Unknown,Taiwan,True,MasterCard,TWD,False,2024-03,6.01,False
TXN000171,1661,2023-12-10,56.82,Weiss PLC,Electronics,India,False,MasterCard,INR,False,2023-12,0.68,False
TXN000172,1083,2024-04-06,60.21,Hebert-Dixon,Health,Vietnam,False,Visa,VND,False,2024-04,0.0,False
TXN000173,1380,2024-03-19,202.32,Smith-Warren,Unknown,India,True,MasterCard,INR,False,2024-03,2.43,False
TXN000174,2007,2024-04-27,66.45,Perez Inc,Health,USA,False,MasterCard,USD,False,2024-04,66.45,False
TXN000175,2803,2024-02-01,79.85,Carlson-Barker,Groceries,Japan,False,MasterCard,JPY,False,2024-02,0.56,False
TXN000176,1774,2024-02-03,17.71,Ray-Austin,Electronics,Japan,False,Visa,JPY,False,2024-02,0.12,False
TXN000177,1581,2024-01-17,130.66,Mcintyre Inc,Groceries,Taiwan,False,AmEx,TWD,False,2024-01,4.18,False
TXN000178,1834,2024-03-31,40.22,Ward-Vaughn,Utilities,Singapore,False,Visa,SGD,False,2024-03,29.76,False
TXN000179,1755,2024-05-07,33.01,Wilkins-Jackson,Unknown,Taiwan,True,MasterCard,TWD,False,2024-05,1.06,False
TXN000180,1463,2024-01-06,100.37,Long Ltd,Health,Vietnam,False,MasterCard,VND,False,2024-01,0.0,False
TXN000181,1204,2024-04-20,84.28,"Neal, Thompson and Lawrence",Electronics,Singapore,False,Visa,SGD,False,2024-04,62.37,False
TXN000182,1706,2024-04-22,39.13,Leonard-Martinez,Clothing,Japan,False,Visa,JPY,False,2024-04,0.27,False
TXN000183,2251,2023-12-10,52.7,Barton and Sons,Electronics,UK,True,AmEx,GBP,False,2023-12,68.51,False
TXN000184,2744,2024-04-19,325.98,Thomas-Cook,Entertainment,India,False,AmEx,INR,False,2024-04,3.91,False
TXN000185,1680,2024-04-30,59.14,"Mullen, Chambers and Cain",Health,Singapore,False,AmEx,SGD,False,2024-04,43.76,False
TXN000186,2136,2024-04-27,18.93,Brown LLC,Health,Taiwan,False,MasterCard,TWD,False,2024-04,0.61,False
TXN000187,1047,2024-04-29,10.67,"Ferguson, Molina and Hill",Groceries,Taiwan,False,Visa,TWD,False,2024-04,0.34,False
TXN000188,2479,2024-01-07,105.29,Osborne Ltd,Clothing,India,False,AmEx,INR,False,2024-01,1.26,False
TXN000189,1568,2024-03-23,135.14,Wilkins-Morris,Health,Germany,False,AmEx,EUR,False,2024-03,148.65,False
TXN000190,1093,2024-05-18,539.1,Jones LLC,Clothing,Singapore,False,Visa,SGD,False,2024-05,398.93,True
TXN000191,2137,2023-12-27,37.04,Mcpherson Group,Utilities,UK,False,MasterCard,GBP,False,2023-12,48.15,False
TXN000192,2155,2024-02-02,40.25,Roy-Campbell,Unknown,Singapore,False,MasterCard,SGD,False,2024-02,29.78,False
TXN000193,2277,2024-01-05,84.12,Young PLC,Clothing,Taiwan,True,Visa,TWD,False,2024-01,2.69,False
TXN000194,1278,2024-01-10,333.95,"Cooper, Rice and Brown",Dining,India,False,Visa,INR,False,2024-01,4.01,False
TXN000195,2941,2023-12-26,35.86,"Mata, Graves and Nelson",Health,UK,True,AmEx,GBP,False,2023-12,46.62,False
TXN000196,1725,2024-05-07,132.25,"White, Campos and Pham",Unknown,Japan,False,AmEx,JPY,False,2024-05,0.93,False
TXN000197,1305,2024-04-12,31.28,Mckee-Meyers,Travel,Japan,True,AmEx,JPY,False,2024-04,0.22,False
TXN000198,2534,2024-03-11,103.29,Walton LLC,Groceries,India,False,AmEx,INR,False,2024-03,1.24,False
TXN000199,1225,2024-03-03,97.35,Brady Group,Groceries,UK,False,MasterCard,GBP,False,2024-03,126.56,False
TXN000200,2199,2024-03-02,118.07,Peterson-Castro,Electronics,Japan,True,AmEx,JPY,False,2024-03,0.83,False
TXN000201,2296,2024-01-18,52.3,Collier PLC,Clothing,UK,False,MasterCard,GBP,False,2024-01,67.99,False
TXN000202,1347,2024-03-13,317.03,"Dyer, Pham and Moses",Groceries,Singapore,False,Visa,SGD,False,2024-03,234.6,True
TXN000203,2006,2024-02-05,12.17,Garcia Ltd,Entertainment,Taiwan,False,AmEx,TWD,False,2024-02,0.39,False
TXN000204,1186,2024-04-06,8.34,Sweeney-Dennis,Groceries,Vietnam,True,Visa,VND,False,2024-04,0.0,False
TXN000205,2922,2024-04-27,64.73,Rodriguez PLC,Unknown,UK,False,AmEx,GBP,False,2024-04,84.15,False
TXN000206,1211,2024-04-26,267.04,Bartlett-Hull,Unknown,India,False,MasterCard,INR,False,2024-04,3.2,False
TXN000207,2470,2024-04-04,42.15,Orr-Everett,Electronics,Japan,False,MasterCard,JPY,False,2024-04,0.3,False
TXN000208,2231,2024-05-14,3.1,"Graves, Harrington and Dunn",Unknown,Germany,False,AmEx,EUR,False,2024-05,3.41,False
TXN000209,1637,2024-05-12,79.28,Lopez-Bennett,Health,Japan,False,MasterCard,JPY,False,2024-05,0.55,False
TXN000210,2885,2024-03-18,4.77,"Fowler, Curtis and Clay",Health,Japan,False,Visa,JPY,False,2024-03,0.03,False
TXN000211,1254,2024-04-08,24.66,Mcconnell and Sons,Unknown,Singapore,False,AmEx,SGD,False,2024-04,18.25,False
TXN000212,2571,2023-12-14,39.27,Gilbert-Brown,Entertainment,Japan,True,AmEx,JPY,False,2023-12,0.27,False
TXN000213,1113,2023-12-13,21.43,Foster-Burgess,Unknown,Germany,False,MasterCard,EUR,False,2023-12,23.57,False
TXN000214,2379,2024-03-15,117.8,Kennedy Inc,Dining,Japan,False,Visa,JPY,False,2024-03,0.82,False
TXN000215,1964,2024-05-26,54.78,"Fisher, Ramos and Ross",Clothing,Germany,False,MasterCard,EUR,False,2024-05,60.26,False
TXN000216,2311,2024-01-16,317.78,Chavez and Sons,Electronics,Germany,True,MasterCard,EUR,False,2024-01,349.56,True
TXN000217,2714,2024-02-18,26.35,"Rogers, Thomas and Bates",Electronics,Taiwan,False,Visa,TWD,False,2024-02,0.84,False
TXN000218,1192,2024-01-25,38.99,Castillo and Sons,Dining,Germany,False,AmEx,EUR,False,2024-01,42.89,False
TXN000219,2616,2024-05-19,49.14,"Williams, Sawyer and Flynn",Groceries,Germany,False,MasterCard,EUR,False,2024-05,54.05,False
TXN000220,2490,2024-01-08,10.1,"Martinez, Franklin and Hudson",Travel,USA,True,Visa,USD,False,2024-01,10.1,False
TXN000221,1754,2024-02-16,16.58,Santiago-Dawson,Entertainment,USA,True,AmEx,USD,False,2024-02,16.58,False
TXN000222,1308,2024-01-19,64.87,Carlson LLC,Dining,UK,False,AmEx,GBP,False,2024-01,84.33,False
TXN000223,2763,2024-01-03,167.41,Evans-Cabrera,Clothing,India,False,Visa,INR,False,2024-01,2.01,False
TXN000224,2135,2023-12-30,36.97,Vazquez PLC,Travel,Taiwan,False,MasterCard,TWD,False,2023-12,1.18,False
TXN000225,1475,2024-01-03,98.74,"Murphy, Miller and Johnson",Unknown,Japan,False,AmEx,JPY,False,2024-01,0.69,False
TXN000226,1772,2024-04-29,35.47,"Henry, Chapman and Thompson",Utilities,UK,False,MasterCard,GBP,False,2024-04,46.11,False
